sample_id,psnr,ssim
0,5.950220489267305,0.060382624776649504
1,3.484737092925851,0.13179153360962031
2,9.42915964721576,0.09385894608567075
3,8.779515089628708,0.07364507174872201
4,10.20205405375237,-0.04294510543293369
5,18.57519406276251,0.046355845549880675
6,8.90834956139783,-0.0008140452124746574
7,4.196383506693166,-0.1881668553898887
8,9.604448528935523,0.19203937411565344
9,4.70912751290301,0.0018518228186794443
10,10.907196796575127,-0.050809660321611216
11,7.6778950822981695,0.0866384986002995
12,6.488828256925149,0.013506988946049639
13,10.086300315196226,0.07261821392085947
14,5.322721416975936,0.0002194360864462145
15,4.915248594545865,0.0051251578425955124
16,11.311194237702491,-0.10637367672431697
17,10.669283579456765,0.07253482422879651
18,9.88143121145274,0.25485054628604376
19,4.369604728281994,3.401330453016026e-05
20,7.836911676303267,0.09825400512934768
21,8.000654495834407,0.1909696935893396
22,5.677066578025826,0.00020514904685754406
23,7.780980327308063,0.12668173833878482
24,3.773988950514619,0.00011935376520665296
25,11.163994311005682,0.06779345279786812
26,4.9216180247247845,3.154442360552568e-05
27,10.358818310938073,0.2200531460305873
28,8.787824117591564,0.0420410852021221
29,14.106714665693369,0.3621668857346038
30,7.2578013837262745,0.0004180985698352355
31,6.292610225085734,-0.06493512452328284
32,8.23006018887747,0.16693738558918347
33,10.96449218106713,0.08487296887893436
34,14.947430683370017,0.29487547724008123
35,5.253192719979516,0.0008098250705033498
36,7.617896719851174,0.0007758431794836258
37,11.385839147906642,-0.19176833753669398
38,6.111822885824177,0.004356884568553645
39,6.492976337286278,0.049945466635995125
40,6.930903297712355,-0.16534672863245561
41,11.351047898851746,0.09396714215868142
42,12.905207573653836,0.053438630988977526
43,5.320248985517502,-0.007952540681953517
44,8.063178421715461,0.08776857238145427
45,6.659883273138647,0.22283224766049614
46,6.3962740104567315,0.24182520722801262
47,7.753909533166854,0.007425580000329737
48,10.81078473950165,-0.18633662593641423
49,8.642092041673072,0.17247780735943033
50,8.339834879231264,0.00038512043850388454
51,11.87912175638575,0.12274711030626048
52,3.999020092199213,0.0002032830271309101
53,11.260701407079829,0.10279096978847535
54,6.169376788313063,0.17952183517708395
55,12.716818234684927,0.07559905163922936
56,8.49919021955736,0.026891506346679802
57,11.2598061395673,0.29800074593305526
